sparsity,reservoir,ro,input_scale,ridge penalty,train mse,val mse
0.3,233,0.2,0.3,8.9,0.0237161739011451,0.0239381479494129
0.7,934,0.3,0.3,7.5,0.0221006012997092,0.0223757651904953
0.7,345,0.2,0.8,3.4,0.0177508815316746,0.0182531451991623
0.1,251,0.7,0.7,9.5,0.00670907447681693,0.00714675172454208
0.1,860,0.9,0.5,7.2,0.00587571052262255,0.00619006313767375
0.8,454,0.6,0.6,6.2,0.00745263183845075,0.00788058625811608
0.2,199,0.7,0.3,8.4,0.00743343381930556,0.00785954716786555
0.2,928,0.4,0.7,4.5,0.0105455364521831,0.0110280247421139
0.4,612,0.8,0.8,4.6,0.00542349303068051,0.005763748531667
0.3,420,0.6,1,10,0.00650551451604838,0.00692988775787966
0.3,368,0.7,0.4,2.2,0.00601786884059253,0.00642474100044091
1,828,0.5,0.6,5.3,0.010131648816459,0.01057889813694
0.1,719,0.6,1,9.5,0.00732671791871659,0.00779142972276182
1,766,0.2,0.5,8,0.0238331517358985,0.0242640703013608
0.4,106,0.3,0.8,2.2,0.0102837867582267,0.0107167718002413
0.2,1000,0.9,0.7,9.2,0.00576453103241654,0.00607157892151115
0.4,202,0.6,0.8,6.5,0.00646304180568063,0.00688322540686986
0.4,617,0.7,0.8,8.8,0.00593079055100566,0.00633095487822563
1,540,0.3,0.9,4.6,0.0142978531795404,0.0147666616112843
1,636,0.7,0.3,6.4,0.00873797298815896,0.00913176815599157
0.4,435,0.6,0.4,2,0.0066705755144075,0.00709720874616768
0.2,80,1,0.2,3.5,0.00690781794084581,0.00711782447749571
0.9,563,0.4,0.4,2.2,0.013097209473747,0.0135613508689686
0.7,720,0.9,0.8,0.7,0.00544777547940607,0.00573562576826467
0.1,161,0.7,0.6,6.9,0.00670646034060765,0.00714387737751706
0.1,93,0.9,0.3,3.6,0.00589990629903551,0.00621210872340194
1,865,0.7,0.1,5.8,0.0226968873673603,0.02252802779416
0.4,482,0.3,0.7,6.6,0.0149352247418346,0.0154277252967491
0.9,496,0.3,0.8,5.6,0.0155094197204957,0.0159896980582192
0.7,102,0.4,0.5,6.7,0.0144202722389627,0.0148775839175813
0.4,148,0.7,1,9.7,0.00571544020914474,0.00610059127503659
0.7,421,0.1,0.6,6,0.024848051742297,0.0253502645814469
0.7,764,1,0.7,5.4,0.0069076664382784,0.00711341395042838
0.4,920,0.3,0.6,1,0.00959120763495927,0.0100111627714719
0.2,65,0.9,0.3,9.5,0.00594282585851255,0.00625368094215395
0.9,807,0.7,0.5,0.3,0.00531299320859196,0.00566524066470889
0.7,507,0.9,0.2,9.6,0.00603876397875141,0.00634776227550516
0.8,317,0.9,0.4,0.4,0.00540346420989428,0.00569167909948636
0.9,110,0.4,0.9,1.2,0.00659093886252001,0.00694189037417956
0.2,406,0.4,0.6,3.1,0.0103690849298324,0.0108483609375371
0.2,951,0.9,0.4,3.5,0.00578037550131895,0.0060897344170859
0.9,278,0.1,0.7,8.4,0.0253527453873602,0.025850473108706
0.3,95,0.6,1,8.9,0.00640107432589095,0.00681817776803027
1,257,0.2,0.1,2.7,0.0373336440690057,0.036947032382113
0.6,282,0.9,0.5,7.7,0.00572849912942898,0.00603223960027978
0.6,577,0.4,0.7,2.5,0.00846480634646709,0.00888216703729694
0.9,185,0.7,0.6,0.5,0.00524914450223676,0.00559998872356621
0.7,240,0.6,1,4.5,0.00573363765544728,0.00611289859380564
0.7,667,0.7,0.4,8.2,0.00728291019975709,0.00769692348641896
0.4,761,0.2,0.3,8.3,0.0238263654193374,0.0240625461983841
0.5,628,0.7,0.2,2.2,0.00715025142634838,0.0075703654884757
1,816,0.9,0.2,0.5,0.00563145458918209,0.00593040490926472
0.7,960,1,0.8,0.2,0.00617804573480007,0.00636572076533983
0.7,231,0.4,0.5,7.6,0.014661337587592,0.0151162336494959
0.9,640,1,0.1,5.1,0.00730410951697928,0.00750166594074891
0.8,646,0.3,0.2,5.5,0.0255491873685385,0.025637202587646
0.1,225,0.1,0.5,1.8,0.0228737730060292,0.0234302883215986
0.5,194,0.8,0.1,1.6,0.00663507021702922,0.00699407778159882
0.1,707,1,0.8,6.3,0.0067984878274356,0.00699980481387263
0.3,415,0.2,0.5,4.3,0.0196069291906272,0.0201144179253995
1,931,0.2,0.5,7.2,0.0237310379861688,0.0241754465331788
0.2,628,0.2,0.4,4.4,0.0200235668495831,0.0205044833505395
0.9,589,0.2,0.4,3.2,0.022555148606576,0.0230373776818627
0.2,827,0.6,1,8.2,0.00658098129903972,0.00701415125185958
0.7,133,0.4,0.2,8.6,0.0245982199299083,0.0245828678946697
0.2,698,0.3,0.4,0.2,0.00836107513720693,0.008756262398806
1,3,0.9,0.4,0.3,0.00495777886614433,0.00516006760292256
0.8,931,0.2,0.2,6,0.0294295547962389,0.0294158114654791
1,775,0.9,0.9,8.1,0.00561100976329564,0.00590712243074505
0.7,878,1,0.6,7.9,0.00698569438588763,0.00719503706573323
0.8,676,0.3,0.7,2.2,0.0119393342384384,0.0123861032808412
0.2,923,0.8,0.9,0.7,0.00534041781072612,0.00566828383288605
0.3,307,0.1,0.9,0.2,0.0118728338974093,0.012290395223138
0.8,368,0.1,0.8,9.8,0.0249829899729794,0.0254905944140772
0.3,164,0.1,0.3,1.4,0.0237161249825838,0.0242307754154792
0.3,672,0.9,0.9,8.1,0.00567578789627477,0.00597359022112965
0.5,501,0.9,0.4,1.7,0.00565476196420509,0.00595438979101744
0.4,902,0.6,0.5,0.7,0.005585374140813,0.00595887798500479
0.4,684,0.7,0.9,7.6,0.00569523731069834,0.00608269973789183
1,912,0.6,0.2,9.7,0.0197051674404049,0.0197658623283668
0.8,286,0.7,1,0.1,0.00506017278748068,0.0054014652574309
0.1,160,0.7,0.8,6.2,0.00629953851740237,0.00672108499462572
0.9,291,0.1,0.2,5.6,0.0314288085600096,0.0313962799857516
0.7,361,1,0.7,9.8,0.00680962105859105,0.0070110372703201
0.1,293,0.5,0.5,4,0.00966813421179247,0.0101679827056346
0.9,604,0.5,0.5,5.5,0.0109846981692627,0.0114368315576889
0.2,188,0.6,0.1,4.9,0.0157532836277624,0.0158360859302294
0.7,208,1,0.2,0.9,0.00701799924076735,0.00722656184890952
1,231,0.4,0.3,9.3,0.0217716472034093,0.0219925429017144
0.8,710,0.9,0.9,0.6,0.00530163533118767,0.00558437201265889
0.4,888,0.9,0.1,0.4,0.00579522460841436,0.00610537858509611
0.2,900,0.2,0.9,5.5,0.0177469513119864,0.0182752054589568
0.5,947,0.3,0.8,5.5,0.0136252202570146,0.0141047012505069
0.3,918,0.5,1,4.3,0.00659821422149519,0.00700266320747608
0.9,184,0.8,0.9,1.4,0.00509502379187847,0.00541414295603841
0.9,792,0.9,0.7,0.3,0.00517919072306918,0.0054592871070261
0.1,917,1,0.4,7.6,0.00701697929493436,0.00723100146962384
0.3,776,0.8,0.8,1.8,0.00536106886199684,0.00569403323341059
0.6,254,0.3,0.5,8.9,0.0183848510093491,0.0188276605280457
0.2,463,0.6,0.9,7.1,0.00662257724995527,0.0070566246147558
0.9,459,0.2,0.3,8.2,0.026443252349971,0.0266341488476108
1,710,0.7,0.5,4.9,0.00650048630292049,0.0069008913611789
0.4,735,0.4,0.2,1.8,0.0143026114915704,0.0147486721705976
0.7,501,0.9,0.9,5.3,0.00559978546029674,0.00589283263077541
0.2,511,0.5,0.3,5.1,0.0110479565526209,0.0115078293086008
0.8,7,0.4,0.2,9.3,0.025678653982332,0.0255737405292429
0.4,673,0.3,0.6,3.1,0.0135105675753428,0.0139947916109958
0.9,701,0.1,0.7,4.5,0.0248213965070214,0.025356084271829
0.9,397,0.1,0.7,9.3,0.0254515358124868,0.0259402939722723
0.1,166,0.5,0.5,0.2,0.00590789434454441,0.0062762361237584
0.2,207,0.5,0.9,0.4,0.00567945994609827,0.00601823393175782
0.5,769,0.2,1,2.7,0.0141160603360709,0.0145853799005434
0.9,852,0.3,0.8,5.7,0.0155782004646737,0.0160592467252576
1,361,0.7,0.9,5.9,0.00559991410210974,0.00597415698629193
0.6,123,0.2,0.7,4.8,0.0192858309543336,0.0197969694323054
0.1,688,0.2,0.7,9,0.0193800409025055,0.0198980611639157
0.2,956,0.1,0.9,2.9,0.0220317203821912,0.0225888662022064
0.7,310,0.1,0.8,3.4,0.0234806964170814,0.0240270460481459
0.5,524,0.9,0.6,3.7,0.00565389276977184,0.00595233408645726
0.1,987,0.5,0.3,1.7,0.00986476304675601,0.010365794551691
0.2,889,0.3,0.9,4.5,0.0125860249507398,0.0130750513015095
0.2,234,0.5,0.2,2.9,0.0114152633634354,0.0118553554645314
0.3,663,0.6,0.1,1,0.0095780696262854,0.00999870343908234
0.6,878,0.5,0.1,1.3,0.0153797185375447,0.0156694888027679
0.9,626,1,0.7,2.8,0.00680256888571853,0.00700518174565315
0.1,534,0.5,0.9,0.7,0.00592771748993829,0.00629787042053925
0.3,668,0.2,0.8,3.1,0.0165235550506093,0.0170337615622934
0.4,140,0.8,1,9.7,0.0054509674378496,0.00578624167506798
0.6,588,0.6,0.1,1.4,0.011935801050151,0.0122700427769687
0.8,95,0.4,0.7,4.8,0.0113206208079142,0.0117714393968872
0.8,454,0.6,1,2.6,0.00555305660420075,0.00591892243837418
0.4,596,0.3,0.9,8.6,0.0142266014883827,0.014714869482237
0.2,550,0.8,0.2,5.5,0.00639917540379261,0.00677381759695981
0.5,25,0.5,0.3,4.1,0.0114128647515225,0.0118554193138542
0.5,928,0.4,1,4.1,0.00788609344156999,0.00829247360822171
0.2,213,0.5,0.2,8.5,0.0144244831737939,0.0146731451445616
0.8,640,1,0.7,5.6,0.0068838068673953,0.00708877751410368
0.5,986,0.3,0.1,5.5,0.0411283499232164,0.0404610388852523
0.9,298,0.5,0.2,2.9,0.0158356454245284,0.0161947954608104
0.9,447,0.2,0.2,2.9,0.0256486347393986,0.0259104451389413
1,401,0.1,0.2,0.1,0.0229138236351804,0.0234597328907778
0.6,201,0.6,0.8,0.9,0.00544698502539972,0.00580206694090991
0.3,625,0.7,0.5,4.7,0.00622618892283595,0.00664075455765867
0.8,73,0.6,0.1,7,0.0313905263385626,0.0309469819480735
0.7,12,0.9,0.9,4.5,0.00492873618248554,0.00512070214391691
1,786,0.4,0.7,9.2,0.0149354446117325,0.0154014670161967
0.8,883,0.6,0.6,6.7,0.00764187253819751,0.00807275987016804
0.4,873,0.7,0.5,2.8,0.00579941356282652,0.00619363591267979
0.9,200,0.7,0.3,3.1,0.00705670461383735,0.00746634650302769
0.3,792,0.1,0.7,7.3,0.0236799817584306,0.0241975576941663
0.4,566,0.9,0.8,6.5,0.00566017081413592,0.00595743596957535
0.1,263,0.7,0.1,0.3,0.00693729927643971,0.00738147629465989
0.7,592,0.7,0.8,1.7,0.00536331737432364,0.00572202119897352
0.7,320,0.9,0.7,6.5,0.00563074729475626,0.00592702393740788
0.5,870,1,0.3,5.5,0.00712079256756838,0.00733265975892184
0.1,475,0.7,0.9,4.4,0.00591788016812966,0.00632354357595297
0.3,961,0.3,0.2,2.5,0.0181830225877352,0.0185719700402433
0.1,120,0.1,0.6,6.8,0.02332663757331,0.0238340988133626
0.9,464,0.2,0.2,6.9,0.0312109169552968,0.0311132967433804
0.6,843,0.5,0.9,1.8,0.0059338537703446,0.0062962753633385
0.6,732,0.5,0.9,9.8,0.0083161497769652,0.00875489878337435
0.1,228,0.2,0.8,5.2,0.018453797962459,0.0189949152897297
1,63,0.4,0.1,3.1,0.0325954209765414,0.0322806491589418
0.7,285,0.2,0.8,3,0.0170883221290813,0.0175852032321024
0.7,464,0.1,0.6,9.2,0.0252422598796903,0.0257020505061766
0.4,890,1,0.1,2.2,0.00728295875617666,0.00748369846966605
0.5,22,1,0.9,7.2,0.00609994176325404,0.006245547595806
0.6,245,0.5,0.8,7.9,0.00833156542492053,0.00877150254492735
0.5,107,0.8,0.2,9.2,0.00696368020540749,0.0073062728719698
0.3,229,0.7,0.4,2.7,0.00610900285936936,0.00651783873802094
1,955,0.2,0.3,2.7,0.0238154869474996,0.0242545692882911
0.6,350,1,0.3,8,0.00704004726197434,0.00725280840077152
0.9,203,0.8,0.2,9.4,0.00788252492834291,0.00819447056016572
0.5,367,0.2,0.9,7,0.0185967590001529,0.019109351988185
0.6,1000,0.7,0.8,5.1,0.00559353397582777,0.00597281900752792
0.3,448,0.7,0.5,6.6,0.00649150397399262,0.00691399402865588
0.4,619,0.9,0.7,3.7,0.00565029690362427,0.00594747803099233
0.6,920,0.2,0.9,2,0.0139041469239687,0.0143666181157895
0.9,198,0.6,1,9.7,0.00650623212723571,0.00691178313514835
0.8,995,0.8,0.3,3.5,0.0059295162950193,0.00629020974507248
0.3,112,0.7,0.1,6.7,0.0138105118844743,0.0139134879337255
0.2,832,0.2,0.8,4.6,0.0178941506382983,0.0184236574564362
0.3,871,0.9,0.4,4.8,0.00578193753826045,0.00609109406696022
0.9,145,0.9,0.1,8.4,0.00717892673695482,0.00742799672660142
0.4,657,0.5,0.6,1.6,0.00653227452820554,0.0069312073392774
0.5,406,0.9,0.7,1.2,0.00556379392175018,0.00585430460441886
0.8,617,1,0.3,0.5,0.00699030274250356,0.00719563263179303
0.4,800,0.6,0.8,0.7,0.00544813063286209,0.0058033327157902
1,643,0.1,0.7,7.6,0.0254537496012921,0.0259590058202637
1,294,0.7,0.3,2.8,0.00705901861607141,0.00746642594121993
0.4,134,0.3,0.1,0.7,0.0190003079100697,0.0193579780601903
0.7,687,0.8,0.1,1.2,0.00661263904909753,0.006973055107146
0.3,685,0.7,0.6,9.3,0.00647522320673044,0.00689736614063234
0.6,249,0.7,0.7,3.4,0.00553601759276169,0.00591091959476491
0.5,705,1,0.9,4,0.00679311827962046,0.00699157392994194
0.3,303,0.4,0.3,5,0.0143095867251578,0.0147446523118691
0.4,882,0.3,0.3,4.8,0.0184286953003289,0.018832711304432
1,371,0.2,0.3,6.4,0.025938404194743,0.0262005944571038
1,217,1,0.7,2.5,0.00635103095028803,0.00653890602770285
0.3,491,0.2,0.3,1.5,0.0195839271986448,0.020092383570207
0.3,172,0.2,0.9,0.4,0.00873423370924092,0.00910296331197326
0.1,140,0.7,0.5,5.4,0.0067672557811515,0.00720654894075332
0.7,739,0.3,0.3,4.8,0.0205090680306137,0.0208859485571277
0.4,233,0.4,1,3.1,0.00739489732368063,0.00778865569437505
0.6,187,0.3,0.9,1.2,0.00804259074332693,0.00841585117369375
0.6,336,0.9,0.1,6.2,0.00630847120082251,0.0066006653962727
0.2,110,0.1,0.4,0.1,0.0168734635298185,0.0173729128564484
1,254,0.7,0.5,4.8,0.00642404678231769,0.00682266408178577
0.9,84,0.9,0.5,9.4,0.00566662809592013,0.00596398063663071
0.9,785,0.2,0.7,2.5,0.0186485514186062,0.0191545184200348
1,321,0.2,0.8,1.8,0.0164591561169001,0.0169427555235218
